participant_id,device,stimulus_id,aoi_name,dwell_share
SYN-P-0021,professional,SYN-FACE-02,left_eye,0.11154017939748537
SYN-P-0021,professional,SYN-FACE-02,right_eye,0.2036672936676353
SYN-P-0021,professional,SYN-FACE-02,nose,0.2659243374157735
SYN-P-0021,professional,SYN-FACE-02,mouth,0.3497266257305598
SYN-P-0021,professional,SYN-FACE-02,other,0.06914156378854613
SYN-P-0021,professional,SYN-FACE-03,left_eye,0.3881815748834648
SYN-P-0021,professional,SYN-FACE-03,right_eye,0.3616353134120179
SYN-P-0021,professional,SYN-FACE-03,nose,0.08017577044806885
SYN-P-0021,professional,SYN-FACE-03,mouth,0.09642148819150759
SYN-P-0021,professional,SYN-FACE-03,other,0.07358585306494092
SYN-P-0022,professional,SYN-FACE-01,left_eye,0.06421585707334664
SYN-P-0022,professional,SYN-FACE-01,right_eye,0.529500401600974
SYN-P-0022,professional,SYN-FACE-01,nose,0.13508758307519514
SYN-P-0022,professional,SYN-FACE-01,mouth,0.27119615825048415
SYN-P-0022,professional,SYN-FACE-01,other,0.0
SYN-P-0022,professional,SYN-FACE-02,left_eye,0.17387178146113497
SYN-P-0022,professional,SYN-FACE-02,right_eye,0.11702412335351056
SYN-P-0022,professional,SYN-FACE-02,nose,0.18519426008529255
SYN-P-0022,professional,SYN-FACE-02,mouth,0.40947327002209627
SYN-P-0022,professional,SYN-FACE-02,other,0.11443656507796562
SYN-P-0022,professional,SYN-FACE-03,left_eye,0.29466423093933064
SYN-P-0022,professional,SYN-FACE-03,right_eye,0.10831689806781174
SYN-P-0022,professional,SYN-FACE-03,nose,0.1206108409858114
SYN-P-0022,professional,SYN-FACE-03,mouth,0.4516193132758741
SYN-P-0022,professional,SYN-FACE-03,other,0.024788716731172153
SYN-P-0023,professional,SYN-FACE-01,left_eye,0.17525175598434492
SYN-P-0023,professional,SYN-FACE-01,right_eye,0.2642182952817262
SYN-P-0023,professional,SYN-FACE-01,nose,0.12294856497063175
SYN-P-0023,professional,SYN-FACE-01,mouth,0.2742408706456977
SYN-P-0023,professional,SYN-FACE-01,other,0.16334051311759937
SYN-P-0023,professional,SYN-FACE-02,left_eye,0.34875862099573346
SYN-P-0023,professional,SYN-FACE-02,right_eye,0.07188777730232546
SYN-P-0023,professional,SYN-FACE-02,nose,0.35793734828545876
SYN-P-0023,professional,SYN-FACE-02,mouth,0.17587917611935167
SYN-P-0023,professional,SYN-FACE-02,other,0.04553707729713075
SYN-P-0023,professional,SYN-FACE-03,left_eye,0.27781524887421744
SYN-P-0023,professional,SYN-FACE-03,right_eye,0.2946712573489942
SYN-P-0023,professional,SYN-FACE-03,nose,0.2327790486983168
SYN-P-0023,professional,SYN-FACE-03,mouth,0.14792220073981507
SYN-P-0023,professional,SYN-FACE-03,other,0.04681224433865653
SYN-P-0024,professional,SYN-FACE-01,left_eye,0.2822528843772611
SYN-P-0024,professional,SYN-FACE-01,right_eye,0.3858231976718886
SYN-P-0024,professional,SYN-FACE-01,nose,0.0873582176935493
SYN-P-0024,professional,SYN-FACE-01,mouth,0.21124554978230178
SYN-P-0024,professional,SYN-FACE-01,other,0.03332015047499922
SYN-P-0024,professional,SYN-FACE-02,left_eye,0.3971158590156992
SYN-P-0024,professional,SYN-FACE-02,right_eye,0.15770360828821461
SYN-P-0024,professional,SYN-FACE-02,nose,0.36556975286392845
SYN-P-0024,professional,SYN-FACE-02,mouth,0.0
SYN-P-0024,professional,SYN-FACE-02,other,0.07961077983215774
SYN-P-0024,professional,SYN-FACE-03,left_eye,0.22519845407406766
SYN-P-0024,professional,SYN-FACE-03,right_eye,0.40392515665338785
SYN-P-0024,professional,SYN-FACE-03,nose,0.14813781222825712
SYN-P-0024,professional,SYN-FACE-03,mouth,0.19691026894840213
SYN-P-0024,professional,SYN-FACE-03,other,0.025828308095885256
SYN-P-0025,professional,SYN-FACE-01,left_eye,0.1295498337514731
SYN-P-0025,professional,SYN-FACE-01,right_eye,0.2771281187162915
SYN-P-0025,professional,SYN-FACE-01,nose,0.22936486782348883
SYN-P-0025,professional,SYN-FACE-01,mouth,0.22497471530443433
SYN-P-0025,professional,SYN-FACE-01,other,0.13898246440431225
SYN-P-0025,professional,SYN-FACE-02,left_eye,0.22128307513348774
SYN-P-0025,professional,SYN-FACE-02,right_eye,0.19329660744438923
SYN-P-0025,professional,SYN-FACE-02,nose,0.022147929577282198
SYN-P-0025,professional,SYN-FACE-02,mouth,0.37537057383964567
SYN-P-0025,professional,SYN-FACE-02,other,0.18790181400519518
SYN-P-0025,professional,SYN-FACE-03,left_eye,0.4996995709171571
SYN-P-0025,professional,SYN-FACE-03,right_eye,0.2444790277631815
SYN-P-0025,professional,SYN-FACE-03,nose,0.0
SYN-P-0025,professional,SYN-FACE-03,mouth,0.22916843010776214
SYN-P-0025,professional,SYN-FACE-03,other,0.02665297121189928
SYN-P-0026,professional,SYN-FACE-01,left_eye,0.2379064433325311
SYN-P-0026,professional,SYN-FACE-01,right_eye,0.32557740981545125
SYN-P-0026,professional,SYN-FACE-01,nose,0.14209246497815975
SYN-P-0026,professional,SYN-FACE-01,mouth,0.2944236818738579
SYN-P-0026,professional,SYN-FACE-01,other,0.0
SYN-P-0026,professional,SYN-FACE-02,left_eye,0.24062428607190692
SYN-P-0026,professional,SYN-FACE-02,right_eye,0.32535701757966584
SYN-P-0026,professional,SYN-FACE-02,nose,0.1583155946799085
SYN-P-0026,professional,SYN-FACE-02,mouth,0.18524992915828836
SYN-P-0026,professional,SYN-FACE-02,other,0.09045317251023034
SYN-P-0026,professional,SYN-FACE-03,left_eye,0.23701882684341904
SYN-P-0026,professional,SYN-FACE-03,right_eye,0.44127080599831703
SYN-P-0026,professional,SYN-FACE-03,nose,0.2040111900763531
SYN-P-0026,professional,SYN-FACE-03,mouth,0.08345517617033009
SYN-P-0026,professional,SYN-FACE-03,other,0.03424400091158074
SYN-P-0027,professional,SYN-FACE-01,left_eye,0.2839155091006656
SYN-P-0027,professional,SYN-FACE-01,right_eye,0.2607519513564619
SYN-P-0027,professional,SYN-FACE-01,nose,0.15698687256501465
SYN-P-0027,professional,SYN-FACE-01,mouth,0.24697464462192736
SYN-P-0027,professional,SYN-FACE-01,other,0.05137102235593041
SYN-P-0027,professional,SYN-FACE-02,left_eye,0.23112066033844295
SYN-P-0027,professional,SYN-FACE-02,right_eye,0.23467295036330052
SYN-P-0027,professional,SYN-FACE-02,nose,0.41570326320456685
SYN-P-0027,professional,SYN-FACE-02,mouth,0.0718920091543942
SYN-P-0027,professional,SYN-FACE-02,other,0.04661111693929554
SYN-P-0027,professional,SYN-FACE-03,left_eye,0.2649692570870316
SYN-P-0027,professional,SYN-FACE-03,right_eye,0.16794628315499718
SYN-P-0027,professional,SYN-FACE-03,nose,0.18426021672395007
