participant_id,synthetic,device,recruitment_source,cohort_site,age_years,wears_glasses,prior_eye_tracking,display_width_cm,low_light,accuracy_deg,rms_precision_deg,data_loss,valid_trial_share,sampling_rate_hz
SYN-W-0131,True,webcam,prolific,remote,40.824703,False,False,29.819473,False,1.507863,0.608451,0.097259,0.970418,29.286192
SYN-W-0132,True,webcam,prolific,remote,63.27063,False,False,32.377618,True,0.974107,0.482936,0.123635,0.949091,31.944449
SYN-W-0133,True,webcam,prolific,remote,63.367701,False,False,35.12049,False,1.3869,0.432618,0.034706,0.973253,36.525681
SYN-W-0134,True,webcam,prolific,remote,29.247736,False,False,31.741694,False,0.762177,0.272078,0.14374,0.943696,28.820732
SYN-W-0135,True,webcam,prolific,remote,62.232761,False,False,20.803403,False,1.058887,0.434193,0.076449,0.914691,28.880151
SYN-W-0136,True,webcam,prolific,remote,51.004419,False,False,43.754429,True,0.945972,0.336424,0.139707,0.924506,30.614932
SYN-W-0137,True,webcam,prolific,remote,41.705548,True,False,33.216347,False,1.122923,0.750577,0.192151,0.953538,31.618684
SYN-W-0138,True,webcam,prolific,remote,26.565442,True,False,37.142124,False,0.876253,0.341172,0.036635,0.958683,30.788588
SYN-W-0139,True,webcam,prolific,remote,39.668696,False,False,34.72351,False,0.940288,0.4915,0.102286,0.946649,28.540025
SYN-W-0140,True,webcam,prolific,remote,41.206518,True,False,36.164088,False,1.021822,0.417026,0.103742,0.94164,31.523557
SYN-W-0141,True,webcam,prolific,remote,49.019838,True,False,33.401486,False,0.709683,0.589639,0.048335,1.0,34.179589
SYN-W-0142,True,webcam,prolific,remote,34.132521,True,False,36.677837,False,0.787408,0.492916,0.151581,0.971451,23.887192
SYN-W-0143,True,webcam,prolific,remote,49.722808,False,False,25.885726,True,1.563175,0.419557,0.049527,0.934246,28.792276
SYN-W-0144,True,webcam,prolific,remote,29.865578,False,True,41.935534,False,1.334016,0.539045,0.12165,0.984517,29.864866
SYN-W-0145,True,webcam,prolific,remote,30.307746,True,False,34.160782,False,1.087928,0.542237,0.155074,0.970649,30.886727
SYN-W-0146,True,webcam,prolific,remote,40.067457,True,False,22.272314,False,1.30397,0.561802,0.054522,0.99825,30.59459
SYN-W-0147,True,webcam,prolific,remote,46.607107,True,False,34.216875,False,0.74659,0.496576,0.016353,0.965165,31.876861
SYN-W-0148,True,webcam,prolific,remote,45.888279,True,False,27.013294,False,0.845598,0.665023,0.20244,0.904881,32.348141
SYN-W-0149,True,webcam,prolific,remote,33.237198,True,False,20.0,False,1.285328,0.518359,0.123949,0.961977,25.916773
SYN-W-0150,True,webcam,prolific,remote,42.387638,False,True,39.858765,False,1.342416,0.389637,0.076492,0.981973,21.100971
SYN-W-0151,True,webcam,prolific,remote,59.990164,True,False,20.0,False,1.405003,0.270546,0.146619,0.925039,25.571666
SYN-W-0152,True,webcam,prolific,remote,38.987655,False,False,37.360779,False,1.10973,0.612042,0.056987,0.972278,31.324225
SYN-W-0153,True,webcam,prolific,remote,64.493798,False,False,29.556394,False,1.169222,0.493301,0.092598,0.910707,28.841648
SYN-W-0154,True,webcam,prolific,remote,57.744219,True,False,20.0,True,1.272449,0.800343,0.04171,0.921859,37.092065
SYN-W-0155,True,webcam,prolific,remote,61.723035,False,False,29.955015,False,0.963062,0.474028,0.130969,0.913311,32.111306
SYN-W-0156,True,webcam,prolific,remote,60.853088,False,False,36.676751,False,1.264167,0.480068,0.028952,0.905251,29.00927
SYN-W-0157,True,webcam,prolific,remote,36.435882,True,False,30.108962,False,1.578791,0.417553,0.132508,0.961911,31.98835
SYN-W-0158,True,webcam,prolific,remote,33.759696,False,True,33.155882,False,1.019528,0.299615,0.089701,0.965605,24.429641
SYN-W-0159,True,webcam,prolific,remote,43.769078,True,False,28.915576,False,1.174996,0.447048,0.019328,0.946663,30.189813
SYN-W-0160,True,webcam,prolific,remote,28.470169,True,False,30.794466,False,0.904968,0.451976,0.094239,0.901285,32.480837
SYN-W-0161,True,webcam,prolific,remote,27.110278,False,False,46.341824,True,1.721826,0.58868,0.103549,0.931836,36.336414
SYN-W-0162,True,webcam,prolific,remote,49.065525,False,False,31.463152,False,1.165359,0.218861,0.02488,0.971551,32.187786
SYN-W-0163,True,webcam,prolific,remote,48.862031,False,False,31.864796,False,1.20804,0.475619,0.041421,0.933154,29.573955
SYN-W-0164,True,webcam,prolific,remote,38.589421,False,False,31.119976,False,1.131548,0.565909,0.123013,0.955797,26.838954
SYN-W-0165,True,webcam,prolific,remote,43.528228,False,False,43.617912,False,1.529643,0.370444,0.028689,0.888963,27.442523
SYN-W-0166,True,webcam,prolific,remote,64.258958,True,False,37.617898,False,1.525206,0.732291,0.155797,0.933574,32.757794
SYN-W-0167,True,webcam,prolific,remote,35.155587,False,False,24.516395,False,1.198472,0.846715,0.089243,0.909344,29.560885
SYN-W-0168,True,webcam,prolific,remote,36.951212,False,False,36.029014,True,1.229284,0.49131,0.186036,0.948505,28.938171
SYN-W-0169,True,webcam,prolific,remote,34.278101,False,False,20.0,False,1.082635,0.48286,0.046372,0.956744,27.866852
SYN-W-0170,True,webcam,prolific,remote,42.548663,False,False,32.394909,False,1.758779,0.554266,0.078584,0.869336,31.240762
SYN-W-0171,True,webcam,prolific,remote,63.548501,False,False,33.251401,False,1.267801,0.716314,0.146804,0.902815,29.681135
SYN-W-0172,True,webcam,prolific,remote,53.172648,True,False,44.859785,False,1.640146,0.33901,0.088142,0.945598,28.340617
SYN-W-0173,True,webcam,prolific,remote,45.492862,True,False,32.759667,False,1.607152,0.367576,0.201699,0.919771,27.738193
SYN-W-0174,True,webcam,prolific,remote,59.607825,False,False,37.049199,False,1.197223,0.406783,0.023912,0.885331,27.395126
SYN-W-0175,True,webcam,prolific,remote,25.942367,False,False,40.408856,False,1.754179,0.65671,0.087059,0.940893,26.597953
SYN-W-0176,True,webcam,prolific,remote,48.934914,True,False,35.888084,False,0.808434,0.34521,0.087715,0.961867,32.995102
SYN-W-0177,True,webcam,prolific,remote,54.456894,False,True,30.19946,False,1.188449,0.405811,0.09501,0.947318,30.914719
SYN-W-0178,True,webcam,prolific,remote,31.74655,False,False,34.522156,False,1.01294,0.651999,0.0,0.929202,32.257085
SYN-W-0179,True,webcam,prolific,remote,31.914221,False,False,40.265491,False,1.30219,0.415495,0.04615,0.933281,25.601338
SYN-W-0180,True,webcam,prolific,remote,20.218976,False,True,24.864844,False,0.745087,0.612047,0.120653,0.891875,32.109274
SYN-W-0181,True,webcam,prolific,remote,52.174906,False,False,41.927716,False,0.738134,0.627631,0.0,0.87568,29.4812
SYN-W-0182,True,webcam,prolific,remote,52.714759,False,False,20.620688,False,0.934537,0.690201,0.002919,0.945129,28.476905
SYN-W-0183,True,webcam,prolific,remote,20.882094,False,False,39.93503,False,1.381238,0.475718,0.111637,0.870064,28.338303
SYN-W-0184,True,webcam,prolific,remote,56.583064,True,False,30.964676,False,1.166791,0.537128,0.078021,0.922555,31.187884
SYN-W-0185,True,webcam,prolific,remote,52.639047,False,False,26.351312,False,1.62537,0.604838,0.113834,0.952429,37.447574
SYN-W-0186,True,webcam,prolific,remote,61.491282,True,False,30.473342,False,1.157299,0.723916,0.112763,0.89774,28.781997
SYN-W-0187,True,webcam,prolific,remote,49.31847,True,False,20.0,True,1.455254,0.545085,0.123909,0.970363,29.151149
SYN-W-0188,True,webcam,prolific,remote,32.081714,False,False,34.551402,True,1.141868,0.617741,0.087076,0.899438,32.851316
SYN-W-0189,True,webcam,prolific,remote,36.36291,True,False,37.516563,False,0.993748,0.256225,0.116145,1.0,26.912044
SYN-W-0190,True,webcam,prolific,remote,47.92433,False,False,45.268913,False,1.10536,0.382164,0.036519,0.984121,29.808323
SYN-W-0191,True,webcam,prolific,remote,33.280579,False,False,42.137845,True,1.379548,0.806153,0.100897,0.906182,26.821858
SYN-W-0192,True,webcam,prolific,remote,46.460886,False,False,26.892504,False,0.941653,0.352227,0.050288,0.891144,33.78614
SYN-W-0193,True,webcam,prolific,remote,40.99968,False,False,38.627968,False,1.367949,0.481501,0.004402,0.907434,28.635847
SYN-W-0194,True,webcam,prolific,remote,49.824437,False,False,32.638273,False,0.765207,0.78949,0.031047,0.965947,27.636945
SYN-W-0195,True,webcam,prolific,remote,43.633734,False,True,26.491279,False,1.309681,0.468245,0.187036,0.93578,29.692889
SYN-W-0196,True,webcam,prolific,remote,45.580197,True,False,24.290963,False,1.366377,0.467115,0.139618,0.915246,33.352165
SYN-W-0197,True,webcam,prolific,remote,44.395859,False,False,40.979893,True,1.495363,0.325561,0.041676,0.870517,33.701612
SYN-W-0198,True,webcam,prolific,remote,76.924346,False,False,28.711901,True,1.450459,0.537234,0.113656,0.960366,27.286795
SYN-W-0199,True,webcam,prolific,remote,44.603351,True,False,32.394808,False,1.049345,0.505118,0.119871,0.953045,34.052106
SYN-W-0200,True,webcam,prolific,remote,48.870751,True,False,34.910269,False,0.915699,0.484126,0.046254,0.959455,27.925223
SYN-W-0201,True,webcam,prolific,remote,32.070311,False,False,27.637155,False,1.379793,0.741871,0.093432,0.960996,36.461049
SYN-W-0202,True,webcam,prolific,remote,47.979448,True,False,32.62048,False,1.335525,0.366626,0.058889,0.92062,31.652891
SYN-W-0203,True,webcam,prolific,remote,63.988609,False,False,23.369364,False,1.203339,0.413447,0.009288,0.96884,29.628883
SYN-W-0204,True,webcam,prolific,remote,18.0,False,True,28.51379,True,1.780251,0.608366,0.146123,0.951364,33.075099
SYN-W-0205,True,webcam,prolific,remote,23.861406,True,False,32.414889,False,1.41252,0.579459,0.188049,0.909107,28.392903
SYN-W-0206,True,webcam,prolific,remote,40.140571,False,False,29.614708,False,0.767996,0.793336,0.093829,0.962749,29.117155
SYN-W-0207,True,webcam,prolific,remote,29.03031,False,True,32.694911,False,1.220833,0.865776,0.194654,0.94814,29.698074
SYN-W-0208,True,webcam,prolific,remote,69.264618,False,False,28.648434,False,1.165606,0.393202,0.112346,0.956682,29.534684
SYN-W-0209,True,webcam,prolific,remote,18.0,False,False,42.548274,False,1.167148,0.615146,0.130429,0.898206,30.23328
SYN-W-0210,True,webcam,prolific,remote,38.846055,True,False,37.906412,True,1.355067,0.571435,0.071477,0.980918,32.914376
SYN-W-0211,True,webcam,prolific,remote,45.763436,True,True,27.287164,False,0.705373,0.474676,0.06423,0.88292,30.477431
SYN-W-0212,True,webcam,prolific,remote,44.952386,False,False,32.530663,False,1.250647,0.359842,0.023462,0.952458,29.449065
SYN-W-0213,True,webcam,prolific,remote,44.399536,False,False,39.793853,False,1.298324,0.462215,0.090842,0.920106,31.962535
SYN-W-0214,True,webcam,prolific,remote,29.940513,True,False,41.416503,False,1.109677,0.281199,0.086002,0.967172,32.293502
SYN-W-0215,True,webcam,prolific,remote,58.906603,False,False,31.541957,False,1.124327,0.342817,0.058554,0.97361,30.531816
SYN-W-0216,True,webcam,prolific,remote,49.692467,True,False,33.886431,True,1.047396,0.757764,0.13511,0.962171,26.508977
SYN-W-0217,True,webcam,prolific,remote,38.522516,True,False,32.459458,False,0.985417,0.755914,0.14085,0.972209,29.456993
SYN-W-0218,True,webcam,prolific,remote,32.496281,False,False,28.464036,False,1.106226,0.699845,0.152909,1.0,30.894982
SYN-W-0219,True,webcam,prolific,remote,44.811249,False,False,46.367289,False,1.504026,0.593453,0.166474,0.897912,27.949083
