participant_id,synthetic,device,stimulus_id,stimulus_version,task_version,coordinate_transform_version,fixation_index,x_norm,y_norm,duration_ms
SYN-W-0001,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,21,0.474309,0.538168,195.342669
SYN-W-0001,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,22,0.666162,0.387403,334.586121
SYN-W-0001,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,23,0.56545,0.579685,145.844694
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,0,0.459737,0.7603,197.226864
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,1,0.555774,0.512431,177.625578
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,2,0.617559,0.354255,185.377863
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,3,0.438606,0.846579,188.46774
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,4,0.268476,0.359849,245.021834
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,5,0.589126,0.716008,176.35765
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,6,0.702483,0.392257,199.055746
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,7,0.582479,0.712793,348.080829
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,8,0.59032,0.561057,170.15894
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,9,0.364168,0.500051,257.611954
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,10,0.313981,0.358324,294.995229
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,11,0.462045,0.494632,164.773394
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,12,0.331591,0.379975,126.498311
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,13,0.314599,0.323887,217.918818
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,14,0.66801,0.339404,143.122582
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,15,0.688882,0.436862,279.476778
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,16,0.542998,0.738655,205.41988
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,17,0.704114,0.282317,222.175423
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,18,0.507856,0.719826,196.319273
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,19,0.453823,0.788713,251.99213
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,20,0.307409,0.399374,293.5798
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,21,0.348385,0.332827,235.685784
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,22,0.297644,0.362309,123.836444
SYN-W-0001,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,23,0.596949,0.82246,213.970062
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,0,0.673918,0.313371,392.634396
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,1,0.501202,0.487474,379.655008
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,2,0.359058,0.555354,308.59759
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,3,0.386748,0.396828,188.424567
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,4,0.291781,0.404347,321.63279
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,5,0.335537,0.342842,171.923434
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,6,0.501466,0.765799,169.258598
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,7,0.401945,0.569987,226.812415
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,8,0.535718,0.572295,158.770065
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,9,0.407263,0.555556,270.160062
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,10,0.746927,0.480283,181.860895
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,11,0.699825,0.414018,200.328165
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,12,0.316548,0.346388,152.373746
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,13,0.277737,0.378914,426.71506
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,14,0.483326,0.614367,223.730965
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,15,0.482695,0.747727,263.112898
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,16,0.450137,0.620802,127.327736
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,17,0.485638,0.548599,265.669736
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,18,0.476258,0.49,130.13441
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,19,0.629553,0.418976,224.686226
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,20,0.686497,0.32305,234.062275
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,21,0.449495,0.586369,155.37931
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,22,0.518732,0.815321,269.812272
SYN-W-0001,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,23,0.38726,0.387834,129.406016
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,0,0.365269,0.345639,332.898861
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,1,0.485511,0.765114,154.577405
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,2,0.510037,0.526518,219.18863
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,3,0.740394,0.392845,219.544444
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,4,0.667041,0.413495,217.544674
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,5,0.715842,0.341503,187.832242
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,6,0.673204,0.405291,350.560943
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,7,0.716093,0.433586,210.839171
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,8,0.433729,0.741655,204.0864
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,9,0.705868,0.343296,246.717151
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,10,0.428547,0.60136,199.882311
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,11,0.690293,0.38205,153.006996
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,12,0.29466,0.715284,187.083821
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,13,0.551374,0.71197,267.664278
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,14,0.49269,0.865193,208.96136
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,15,0.719965,0.413338,285.441809
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,16,0.653244,0.392399,308.427889
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,17,0.899025,0.258794,141.525014
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,18,0.616783,0.330114,336.458209
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,19,0.498197,0.616754,247.522743
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,20,0.214249,0.411454,330.720547
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,21,0.148426,0.489659,219.696539
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,22,0.357299,0.382816,132.769918
SYN-W-0002,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,23,0.577046,0.514275,308.422452
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,0,0.5048,0.752684,172.909153
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,1,0.36716,0.401036,418.586321
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,2,0.45978,0.812019,181.620967
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,3,0.426892,0.519747,154.54279
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,4,0.495715,0.777421,280.88354
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,5,0.514479,0.726709,208.922031
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,6,0.497056,0.548851,239.171501
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,7,0.553975,0.808999,233.526559
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,8,0.518534,0.805711,285.713957
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,9,0.481295,0.612869,269.128941
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,10,0.433628,0.381547,228.445912
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,11,0.67468,0.426566,395.379876
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,12,0.128824,0.587191,193.364168
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,13,0.390366,0.721764,142.87118
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,14,0.677387,0.405392,205.055243
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,15,0.587626,0.552845,311.582418
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,16,0.501558,0.783938,208.906201
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,17,0.668052,0.34075,261.682682
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,18,0.368436,0.748154,170.055729
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,19,0.155721,0.136329,364.901017
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,20,0.314391,0.421773,253.45428
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,21,0.540915,0.576179,409.329858
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,22,0.414999,0.589314,261.992007
SYN-W-0002,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,23,0.506232,0.702015,268.73821
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,0,0.527778,0.746727,240.960414
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,1,0.56009,0.73946,258.73385
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,2,0.290594,0.347929,275.052275
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,3,0.338788,0.358007,210.360255
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,4,0.534232,0.593343,265.120728
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,5,0.709475,0.379763,213.180044
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,6,0.492112,0.52516,309.600727
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,7,0.663269,0.363115,134.557327
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,8,0.38083,0.325027,214.356784
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,9,0.361475,0.407154,410.458458
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,10,0.72763,0.427053,311.857453
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,11,0.243608,0.394224,147.047147
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,12,0.308946,0.422049,180.544117
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,13,0.670617,0.383888,226.362719
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,14,0.318424,0.42628,291.751965
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,15,0.298204,0.421159,171.070806
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,16,0.767839,0.384068,244.523765
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,17,0.724452,0.385977,262.202133
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,18,0.631906,0.349659,208.802336
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,19,0.591369,0.360508,195.995273
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,20,0.388162,0.356386,188.059901
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,21,0.378102,0.342815,235.869406
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,22,0.556475,0.376899,204.390488
SYN-W-0002,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,23,0.698058,0.319824,197.000098
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,0,0.477839,0.556754,270.166682
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,1,0.75329,0.349816,297.877761
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,2,0.243636,0.400906,228.536525
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,3,0.330924,0.444278,275.516135
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,4,0.628158,0.390219,244.389258
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,5,0.752793,0.383172,202.825421
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,6,0.349006,0.406454,430.808856
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,7,0.448126,0.808771,265.701199
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,8,0.249486,0.426691,232.671074
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,9,0.531275,0.557019,72.861732
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,10,0.454273,0.557241,289.587492
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,11,0.24909,0.85197,167.510557
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,12,0.582705,0.383299,360.652331
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,13,0.487844,0.512284,248.746687
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,14,0.405742,0.562615,332.876549
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,15,0.279438,0.346152,295.848146
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,16,0.176472,0.289598,317.081805
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,17,0.736033,0.353922,297.996663
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,18,0.354033,0.419591,346.025204
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,19,0.694019,0.424597,342.445611
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,20,0.795568,0.367634,500.049977
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,21,0.335797,0.41538,216.907647
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,22,0.148789,0.253493,359.659729
SYN-W-0003,True,webcam,SYN-FACE-01,v1,free-view-face-v1,normalized-stimulus-v1,23,0.565371,0.750013,195.465793
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,0,0.501156,0.542846,256.227727
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,1,0.371267,0.355321,111.581869
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,2,0.34664,0.334296,176.835777
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,3,0.520302,0.291411,414.950797
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,4,0.460628,0.811508,243.736014
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,5,0.722042,0.389995,217.892336
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,6,0.576909,0.775539,244.412741
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,7,0.349033,0.348965,145.814934
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,8,0.51886,0.769389,306.740657
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,9,0.724306,0.363637,127.618666
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,10,0.598026,0.422465,197.521848
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,11,0.480717,0.691955,246.706572
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,12,0.621293,0.897899,246.734238
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,13,0.648977,0.363579,127.949094
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,14,0.646808,0.366556,252.583829
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,15,0.32883,0.37466,239.552523
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,16,0.534053,0.699899,169.742347
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,17,0.51073,0.500626,212.216226
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,18,0.296742,0.352568,210.985021
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,19,0.754034,0.408206,247.40384
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,20,0.336656,0.370053,232.647466
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,21,0.251089,0.351233,191.560261
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,22,0.354449,0.290339,324.583926
SYN-W-0003,True,webcam,SYN-FACE-02,v1,free-view-face-v1,normalized-stimulus-v1,23,0.461205,0.683975,258.227198
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,0,0.514858,0.577799,323.497591
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,1,0.403059,0.417749,154.165084
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,2,0.526855,0.546204,278.671182
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,3,0.33311,0.435816,390.407621
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,4,0.365382,0.465761,356.732125
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,5,0.441906,0.533268,285.905828
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,6,0.655523,0.456353,238.710795
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,7,0.797019,0.898602,378.074211
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,8,0.536402,0.490776,194.917316
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,9,0.436356,0.486763,393.395441
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,10,0.386132,0.454771,216.049395
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,11,0.5009,0.488691,263.206121
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,12,0.558459,0.743682,240.66279
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,13,0.324863,0.430429,245.097768
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,14,0.557925,0.790112,234.62909
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,15,0.50914,0.843931,175.387446
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,16,0.436215,0.615738,396.092704
SYN-W-0003,True,webcam,SYN-FACE-03,v1,free-view-face-v1,normalized-stimulus-v1,17,0.486652,0.555374,296.014767
