comparison_unit_id,scenario,stimulus_id,device,aoi_name,sample_count,dwell_share
SYN-P003,near_equivalent,SYN-FACE-03,webcam,left_eye,21,0.2413793103448276
SYN-P003,near_equivalent,SYN-FACE-03,webcam,mouth,4,0.04597701149425287
SYN-P003,near_equivalent,SYN-FACE-03,webcam,nose,30,0.3448275862068966
SYN-P003,near_equivalent,SYN-FACE-03,webcam,other,31,0.3563218390804598
SYN-P003,near_equivalent,SYN-FACE-03,webcam,right_eye,1,0.011494252873563218
SYN-P004,systematic_bias,SYN-FACE-01,professional,left_eye,69,0.19382022471910113
SYN-P004,systematic_bias,SYN-FACE-01,professional,mouth,8,0.02247191011235955
SYN-P004,systematic_bias,SYN-FACE-01,professional,nose,28,0.07865168539325842
SYN-P004,systematic_bias,SYN-FACE-01,professional,other,187,0.5252808988764045
SYN-P004,systematic_bias,SYN-FACE-01,professional,right_eye,64,0.1797752808988764
SYN-P004,systematic_bias,SYN-FACE-01,webcam,left_eye,14,0.17073170731707318
SYN-P004,systematic_bias,SYN-FACE-01,webcam,mouth,0,0.0
SYN-P004,systematic_bias,SYN-FACE-01,webcam,nose,12,0.14634146341463414
SYN-P004,systematic_bias,SYN-FACE-01,webcam,other,36,0.43902439024390244
SYN-P004,systematic_bias,SYN-FACE-01,webcam,right_eye,20,0.24390243902439024
SYN-P004,systematic_bias,SYN-FACE-02,professional,left_eye,77,0.21813031161473087
SYN-P004,systematic_bias,SYN-FACE-02,professional,mouth,2,0.0056657223796034
SYN-P004,systematic_bias,SYN-FACE-02,professional,nose,55,0.1558073654390935
SYN-P004,systematic_bias,SYN-FACE-02,professional,other,172,0.48725212464589235
SYN-P004,systematic_bias,SYN-FACE-02,professional,right_eye,47,0.13314447592067988
SYN-P004,systematic_bias,SYN-FACE-02,webcam,left_eye,15,0.17647058823529413
SYN-P004,systematic_bias,SYN-FACE-02,webcam,mouth,0,0.0
SYN-P004,systematic_bias,SYN-FACE-02,webcam,nose,15,0.17647058823529413
SYN-P004,systematic_bias,SYN-FACE-02,webcam,other,39,0.4588235294117647
SYN-P004,systematic_bias,SYN-FACE-02,webcam,right_eye,16,0.18823529411764706
SYN-P004,systematic_bias,SYN-FACE-03,professional,left_eye,83,0.23646723646723647
SYN-P004,systematic_bias,SYN-FACE-03,professional,mouth,2,0.005698005698005698
SYN-P004,systematic_bias,SYN-FACE-03,professional,nose,100,0.2849002849002849
SYN-P004,systematic_bias,SYN-FACE-03,professional,other,159,0.452991452991453
SYN-P004,systematic_bias,SYN-FACE-03,professional,right_eye,7,0.019943019943019943
SYN-P004,systematic_bias,SYN-FACE-03,webcam,left_eye,14,0.16470588235294117
SYN-P004,systematic_bias,SYN-FACE-03,webcam,mouth,0,0.0
SYN-P004,systematic_bias,SYN-FACE-03,webcam,nose,16,0.18823529411764706
SYN-P004,systematic_bias,SYN-FACE-03,webcam,other,50,0.5882352941176471
SYN-P004,systematic_bias,SYN-FACE-03,webcam,right_eye,5,0.058823529411764705
SYN-P005,systematic_bias,SYN-FACE-01,professional,left_eye,63,0.17746478873239438
SYN-P005,systematic_bias,SYN-FACE-01,professional,mouth,29,0.08169014084507042
SYN-P005,systematic_bias,SYN-FACE-01,professional,nose,14,0.03943661971830986
SYN-P005,systematic_bias,SYN-FACE-01,professional,other,183,0.5154929577464789
SYN-P005,systematic_bias,SYN-FACE-01,professional,right_eye,66,0.18591549295774648
SYN-P005,systematic_bias,SYN-FACE-01,webcam,left_eye,11,0.13414634146341464
SYN-P005,systematic_bias,SYN-FACE-01,webcam,mouth,0,0.0
SYN-P005,systematic_bias,SYN-FACE-01,webcam,nose,11,0.13414634146341464
SYN-P005,systematic_bias,SYN-FACE-01,webcam,other,41,0.5
SYN-P005,systematic_bias,SYN-FACE-01,webcam,right_eye,19,0.23170731707317074
SYN-P005,systematic_bias,SYN-FACE-02,professional,left_eye,75,0.2112676056338028
SYN-P005,systematic_bias,SYN-FACE-02,professional,mouth,3,0.008450704225352112
SYN-P005,systematic_bias,SYN-FACE-02,professional,nose,40,0.11267605633802817
SYN-P005,systematic_bias,SYN-FACE-02,professional,other,183,0.5154929577464789
SYN-P005,systematic_bias,SYN-FACE-02,professional,right_eye,54,0.15211267605633802
SYN-P005,systematic_bias,SYN-FACE-02,webcam,left_eye,14,0.16279069767441862
SYN-P005,systematic_bias,SYN-FACE-02,webcam,mouth,0,0.0
SYN-P005,systematic_bias,SYN-FACE-02,webcam,nose,16,0.18604651162790697
SYN-P005,systematic_bias,SYN-FACE-02,webcam,other,39,0.45348837209302323
SYN-P005,systematic_bias,SYN-FACE-02,webcam,right_eye,17,0.19767441860465115
SYN-P005,systematic_bias,SYN-FACE-03,professional,left_eye,80,0.22598870056497175
SYN-P005,systematic_bias,SYN-FACE-03,professional,mouth,0,0.0
SYN-P005,systematic_bias,SYN-FACE-03,professional,nose,99,0.2796610169491525
SYN-P005,systematic_bias,SYN-FACE-03,professional,other,164,0.4632768361581921
SYN-P005,systematic_bias,SYN-FACE-03,professional,right_eye,11,0.031073446327683617
SYN-P005,systematic_bias,SYN-FACE-03,webcam,left_eye,14,0.175
SYN-P005,systematic_bias,SYN-FACE-03,webcam,mouth,0,0.0
SYN-P005,systematic_bias,SYN-FACE-03,webcam,nose,14,0.175
SYN-P005,systematic_bias,SYN-FACE-03,webcam,other,41,0.5125
SYN-P005,systematic_bias,SYN-FACE-03,webcam,right_eye,11,0.1375
SYN-P006,systematic_bias,SYN-FACE-01,professional,left_eye,58,0.1638418079096045
SYN-P006,systematic_bias,SYN-FACE-01,professional,mouth,36,0.1016949152542373
SYN-P006,systematic_bias,SYN-FACE-01,professional,nose,12,0.03389830508474576
SYN-P006,systematic_bias,SYN-FACE-01,professional,other,176,0.4971751412429379
SYN-P006,systematic_bias,SYN-FACE-01,professional,right_eye,72,0.2033898305084746
SYN-P006,systematic_bias,SYN-FACE-01,webcam,left_eye,13,0.15294117647058825
SYN-P006,systematic_bias,SYN-FACE-01,webcam,mouth,1,0.011764705882352941
SYN-P006,systematic_bias,SYN-FACE-01,webcam,nose,9,0.10588235294117647
SYN-P006,systematic_bias,SYN-FACE-01,webcam,other,42,0.49411764705882355
SYN-P006,systematic_bias,SYN-FACE-01,webcam,right_eye,20,0.23529411764705882
SYN-P006,systematic_bias,SYN-FACE-02,professional,left_eye,67,0.1903409090909091
SYN-P006,systematic_bias,SYN-FACE-02,professional,mouth,23,0.06534090909090909
SYN-P006,systematic_bias,SYN-FACE-02,professional,nose,17,0.048295454545454544
SYN-P006,systematic_bias,SYN-FACE-02,professional,other,186,0.5284090909090909
SYN-P006,systematic_bias,SYN-FACE-02,professional,right_eye,59,0.16761363636363635
SYN-P006,systematic_bias,SYN-FACE-02,webcam,left_eye,16,0.18604651162790697
SYN-P006,systematic_bias,SYN-FACE-02,webcam,mouth,1,0.011627906976744186
SYN-P006,systematic_bias,SYN-FACE-02,webcam,nose,14,0.16279069767441862
SYN-P006,systematic_bias,SYN-FACE-02,webcam,other,39,0.45348837209302323
SYN-P006,systematic_bias,SYN-FACE-02,webcam,right_eye,16,0.18604651162790697
SYN-P006,systematic_bias,SYN-FACE-03,professional,left_eye,76,0.2140845070422535
SYN-P006,systematic_bias,SYN-FACE-03,professional,mouth,10,0.028169014084507043
SYN-P006,systematic_bias,SYN-FACE-03,professional,nose,96,0.2704225352112676
SYN-P006,systematic_bias,SYN-FACE-03,professional,other,158,0.4450704225352113
SYN-P006,systematic_bias,SYN-FACE-03,professional,right_eye,15,0.04225352112676056
SYN-P006,systematic_bias,SYN-FACE-03,webcam,left_eye,16,0.2
SYN-P006,systematic_bias,SYN-FACE-03,webcam,mouth,0,0.0
SYN-P006,systematic_bias,SYN-FACE-03,webcam,nose,12,0.15
SYN-P006,systematic_bias,SYN-FACE-03,webcam,other,41,0.5125
SYN-P006,systematic_bias,SYN-FACE-03,webcam,right_eye,11,0.1375
SYN-P007,temporal_lag,SYN-FACE-01,professional,left_eye,38,0.10704225352112676
SYN-P007,temporal_lag,SYN-FACE-01,professional,mouth,38,0.10704225352112676
SYN-P007,temporal_lag,SYN-FACE-01,professional,nose,18,0.05070422535211268
SYN-P007,temporal_lag,SYN-FACE-01,professional,other,187,0.5267605633802817
SYN-P007,temporal_lag,SYN-FACE-01,professional,right_eye,74,0.2084507042253521
SYN-P007,temporal_lag,SYN-FACE-01,webcam,left_eye,6,0.07692307692307693
SYN-P007,temporal_lag,SYN-FACE-01,webcam,mouth,6,0.07692307692307693
SYN-P007,temporal_lag,SYN-FACE-01,webcam,nose,7,0.08974358974358974
SYN-P007,temporal_lag,SYN-FACE-01,webcam,other,45,0.5769230769230769
SYN-P007,temporal_lag,SYN-FACE-01,webcam,right_eye,14,0.1794871794871795
SYN-P007,temporal_lag,SYN-FACE-02,professional,left_eye,59,0.16619718309859155
SYN-P007,temporal_lag,SYN-FACE-02,professional,mouth,37,0.10422535211267606
SYN-P007,temporal_lag,SYN-FACE-02,professional,nose,8,0.022535211267605635
SYN-P007,temporal_lag,SYN-FACE-02,professional,other,186,0.523943661971831
SYN-P007,temporal_lag,SYN-FACE-02,professional,right_eye,65,0.18309859154929578
SYN-P007,temporal_lag,SYN-FACE-02,webcam,left_eye,14,0.16470588235294117
SYN-P007,temporal_lag,SYN-FACE-02,webcam,mouth,8,0.09411764705882353
SYN-P007,temporal_lag,SYN-FACE-02,webcam,nose,3,0.03529411764705882
SYN-P007,temporal_lag,SYN-FACE-02,webcam,other,45,0.5294117647058824
SYN-P007,temporal_lag,SYN-FACE-02,webcam,right_eye,15,0.17647058823529413
SYN-P007,temporal_lag,SYN-FACE-03,professional,left_eye,69,0.19273743016759776
SYN-P007,temporal_lag,SYN-FACE-03,professional,mouth,28,0.0782122905027933
SYN-P007,temporal_lag,SYN-FACE-03,professional,nose,85,0.23743016759776536
SYN-P007,temporal_lag,SYN-FACE-03,professional,other,155,0.4329608938547486
SYN-P007,temporal_lag,SYN-FACE-03,professional,right_eye,21,0.05865921787709497
SYN-P007,temporal_lag,SYN-FACE-03,webcam,left_eye,20,0.22988505747126436
SYN-P007,temporal_lag,SYN-FACE-03,webcam,mouth,7,0.08045977011494253
SYN-P007,temporal_lag,SYN-FACE-03,webcam,nose,12,0.13793103448275862
SYN-P007,temporal_lag,SYN-FACE-03,webcam,other,42,0.4827586206896552
SYN-P007,temporal_lag,SYN-FACE-03,webcam,right_eye,6,0.06896551724137931
SYN-P008,temporal_lag,SYN-FACE-01,professional,left_eye,8,0.02247191011235955
SYN-P008,temporal_lag,SYN-FACE-01,professional,mouth,37,0.10393258426966293
SYN-P008,temporal_lag,SYN-FACE-01,professional,nose,27,0.07584269662921349
SYN-P008,temporal_lag,SYN-FACE-01,professional,other,204,0.5730337078651685
SYN-P008,temporal_lag,SYN-FACE-01,professional,right_eye,80,0.2247191011235955
SYN-P008,temporal_lag,SYN-FACE-01,webcam,left_eye,1,0.011904761904761904
SYN-P008,temporal_lag,SYN-FACE-01,webcam,mouth,9,0.10714285714285714
SYN-P008,temporal_lag,SYN-FACE-01,webcam,nose,7,0.08333333333333333
SYN-P008,temporal_lag,SYN-FACE-01,webcam,other,49,0.5833333333333334
SYN-P008,temporal_lag,SYN-FACE-01,webcam,right_eye,18,0.21428571428571427
SYN-P008,temporal_lag,SYN-FACE-02,professional,left_eye,35,0.09943181818181818
SYN-P008,temporal_lag,SYN-FACE-02,professional,mouth,40,0.11363636363636363
SYN-P008,temporal_lag,SYN-FACE-02,professional,nose,6,0.017045454545454544
SYN-P008,temporal_lag,SYN-FACE-02,professional,other,199,0.5653409090909091
SYN-P008,temporal_lag,SYN-FACE-02,professional,right_eye,72,0.20454545454545456
SYN-P008,temporal_lag,SYN-FACE-02,webcam,left_eye,8,0.1
SYN-P008,temporal_lag,SYN-FACE-02,webcam,mouth,9,0.1125
SYN-P008,temporal_lag,SYN-FACE-02,webcam,nose,2,0.025
SYN-P008,temporal_lag,SYN-FACE-02,webcam,other,45,0.5625
SYN-P008,temporal_lag,SYN-FACE-02,webcam,right_eye,16,0.2
SYN-P008,temporal_lag,SYN-FACE-03,professional,left_eye,60,0.17045454545454544
SYN-P008,temporal_lag,SYN-FACE-03,professional,mouth,29,0.08238636363636363
SYN-P008,temporal_lag,SYN-FACE-03,professional,nose,74,0.21022727272727273
SYN-P008,temporal_lag,SYN-FACE-03,professional,other,161,0.45738636363636365
SYN-P008,temporal_lag,SYN-FACE-03,professional,right_eye,28,0.07954545454545454
SYN-P008,temporal_lag,SYN-FACE-03,webcam,left_eye,16,0.1951219512195122
SYN-P008,temporal_lag,SYN-FACE-03,webcam,mouth,5,0.06097560975609756
SYN-P008,temporal_lag,SYN-FACE-03,webcam,nose,12,0.14634146341463414
SYN-P008,temporal_lag,SYN-FACE-03,webcam,other,44,0.5365853658536586
SYN-P008,temporal_lag,SYN-FACE-03,webcam,right_eye,5,0.06097560975609756
SYN-P009,temporal_lag,SYN-FACE-01,professional,left_eye,0,0.0
SYN-P009,temporal_lag,SYN-FACE-01,professional,mouth,41,0.11581920903954802
SYN-P009,temporal_lag,SYN-FACE-01,professional,nose,37,0.10451977401129943
SYN-P009,temporal_lag,SYN-FACE-01,professional,other,178,0.5028248587570622
SYN-P009,temporal_lag,SYN-FACE-01,professional,right_eye,98,0.2768361581920904
SYN-P009,temporal_lag,SYN-FACE-01,webcam,left_eye,1,0.011904761904761904
SYN-P009,temporal_lag,SYN-FACE-01,webcam,mouth,8,0.09523809523809523
SYN-P009,temporal_lag,SYN-FACE-01,webcam,nose,11,0.13095238095238096
SYN-P009,temporal_lag,SYN-FACE-01,webcam,other,43,0.5119047619047619
SYN-P009,temporal_lag,SYN-FACE-01,webcam,right_eye,21,0.25
SYN-P009,temporal_lag,SYN-FACE-02,professional,left_eye,10,0.028089887640449437
SYN-P009,temporal_lag,SYN-FACE-02,professional,mouth,42,0.11797752808988764
SYN-P009,temporal_lag,SYN-FACE-02,professional,nose,11,0.03089887640449438
SYN-P009,temporal_lag,SYN-FACE-02,professional,other,206,0.5786516853932584
SYN-P009,temporal_lag,SYN-FACE-02,professional,right_eye,87,0.2443820224719101
SYN-P009,temporal_lag,SYN-FACE-02,webcam,left_eye,3,0.036585365853658534
SYN-P009,temporal_lag,SYN-FACE-02,webcam,mouth,10,0.12195121951219512
SYN-P009,temporal_lag,SYN-FACE-02,webcam,nose,3,0.036585365853658534
SYN-P009,temporal_lag,SYN-FACE-02,webcam,other,47,0.573170731707317
SYN-P009,temporal_lag,SYN-FACE-02,webcam,right_eye,19,0.23170731707317074
SYN-P009,temporal_lag,SYN-FACE-03,professional,left_eye,37,0.10393258426966293
SYN-P009,temporal_lag,SYN-FACE-03,professional,mouth,36,0.10112359550561797
SYN-P009,temporal_lag,SYN-FACE-03,professional,nose,60,0.16853932584269662
SYN-P009,temporal_lag,SYN-FACE-03,professional,other,180,0.5056179775280899
SYN-P009,temporal_lag,SYN-FACE-03,professional,right_eye,43,0.12078651685393259
SYN-P009,temporal_lag,SYN-FACE-03,webcam,left_eye,10,0.11494252873563218
SYN-P009,temporal_lag,SYN-FACE-03,webcam,mouth,10,0.11494252873563218
SYN-P009,temporal_lag,SYN-FACE-03,webcam,nose,8,0.09195402298850575
SYN-P009,temporal_lag,SYN-FACE-03,webcam,other,50,0.5747126436781609
SYN-P009,temporal_lag,SYN-FACE-03,webcam,right_eye,9,0.10344827586206896
SYN-P010,high_dropout,SYN-FACE-01,professional,left_eye,0,0.0
SYN-P010,high_dropout,SYN-FACE-01,professional,mouth,32,0.0903954802259887
SYN-P010,high_dropout,SYN-FACE-01,professional,nose,52,0.14689265536723164
SYN-P010,high_dropout,SYN-FACE-01,professional,other,129,0.3644067796610169
SYN-P010,high_dropout,SYN-FACE-01,professional,right_eye,141,0.3983050847457627
SYN-P010,high_dropout,SYN-FACE-01,webcam,left_eye,0,0.0
SYN-P010,high_dropout,SYN-FACE-01,webcam,mouth,8,0.12307692307692308
SYN-P010,high_dropout,SYN-FACE-01,webcam,nose,13,0.2
SYN-P010,high_dropout,SYN-FACE-01,webcam,other,21,0.3230769230769231
SYN-P010,high_dropout,SYN-FACE-01,webcam,right_eye,23,0.35384615384615387
SYN-P010,high_dropout,SYN-FACE-02,professional,left_eye,4,0.011363636363636364
SYN-P010,high_dropout,SYN-FACE-02,professional,mouth,39,0.11079545454545454
SYN-P010,high_dropout,SYN-FACE-02,professional,nose,22,0.0625
SYN-P010,high_dropout,SYN-FACE-02,professional,other,184,0.5227272727272727
SYN-P010,high_dropout,SYN-FACE-02,professional,right_eye,103,0.29261363636363635
SYN-P010,high_dropout,SYN-FACE-02,webcam,left_eye,2,0.028169014084507043
SYN-P010,high_dropout,SYN-FACE-02,webcam,mouth,8,0.11267605633802817
SYN-P010,high_dropout,SYN-FACE-02,webcam,nose,5,0.07042253521126761
SYN-P010,high_dropout,SYN-FACE-02,webcam,other,28,0.39436619718309857
SYN-P010,high_dropout,SYN-FACE-02,webcam,right_eye,28,0.39436619718309857
SYN-P010,high_dropout,SYN-FACE-03,professional,left_eye,14,0.039886039886039885
SYN-P010,high_dropout,SYN-FACE-03,professional,mouth,38,0.10826210826210826
SYN-P010,high_dropout,SYN-FACE-03,professional,nose,41,0.1168091168091168
SYN-P010,high_dropout,SYN-FACE-03,professional,other,195,0.5555555555555556
SYN-P010,high_dropout,SYN-FACE-03,professional,right_eye,63,0.1794871794871795
SYN-P010,high_dropout,SYN-FACE-03,webcam,left_eye,2,0.03571428571428571
SYN-P010,high_dropout,SYN-FACE-03,webcam,mouth,9,0.16071428571428573
SYN-P010,high_dropout,SYN-FACE-03,webcam,nose,9,0.16071428571428573
SYN-P010,high_dropout,SYN-FACE-03,webcam,other,30,0.5357142857142857
SYN-P010,high_dropout,SYN-FACE-03,webcam,right_eye,6,0.10714285714285714
SYN-P011,high_dropout,SYN-FACE-01,professional,left_eye,0,0.0
SYN-P011,high_dropout,SYN-FACE-01,professional,mouth,28,0.0784313725490196
SYN-P011,high_dropout,SYN-FACE-01,professional,nose,68,0.19047619047619047
SYN-P011,high_dropout,SYN-FACE-01,professional,other,92,0.25770308123249297
SYN-P011,high_dropout,SYN-FACE-01,professional,right_eye,169,0.4733893557422969
SYN-P011,high_dropout,SYN-FACE-01,webcam,left_eye,0,0.0
SYN-P011,high_dropout,SYN-FACE-01,webcam,mouth,7,0.11475409836065574
SYN-P011,high_dropout,SYN-FACE-01,webcam,nose,10,0.16393442622950818
SYN-P011,high_dropout,SYN-FACE-01,webcam,other,16,0.26229508196721313
SYN-P011,high_dropout,SYN-FACE-01,webcam,right_eye,28,0.45901639344262296
SYN-P011,high_dropout,SYN-FACE-02,professional,left_eye,0,0.0
SYN-P011,high_dropout,SYN-FACE-02,professional,mouth,37,0.10451977401129943
SYN-P011,high_dropout,SYN-FACE-02,professional,nose,34,0.096045197740113
SYN-P011,high_dropout,SYN-FACE-02,professional,other,130,0.3672316384180791
SYN-P011,high_dropout,SYN-FACE-02,professional,right_eye,153,0.4322033898305085
SYN-P011,high_dropout,SYN-FACE-02,webcam,left_eye,1,0.016666666666666666
SYN-P011,high_dropout,SYN-FACE-02,webcam,mouth,7,0.11666666666666667
SYN-P011,high_dropout,SYN-FACE-02,webcam,nose,5,0.08333333333333333
SYN-P011,high_dropout,SYN-FACE-02,webcam,other,25,0.4166666666666667
SYN-P011,high_dropout,SYN-FACE-02,webcam,right_eye,22,0.36666666666666664
SYN-P011,high_dropout,SYN-FACE-03,professional,left_eye,4,0.011267605633802818
SYN-P011,high_dropout,SYN-FACE-03,professional,mouth,33,0.09295774647887324
SYN-P011,high_dropout,SYN-FACE-03,professional,nose,41,0.11549295774647887
SYN-P011,high_dropout,SYN-FACE-03,professional,other,175,0.49295774647887325
SYN-P011,high_dropout,SYN-FACE-03,professional,right_eye,102,0.28732394366197184
SYN-P011,high_dropout,SYN-FACE-03,webcam,left_eye,1,0.015873015873015872
SYN-P011,high_dropout,SYN-FACE-03,webcam,mouth,5,0.07936507936507936
SYN-P011,high_dropout,SYN-FACE-03,webcam,nose,10,0.15873015873015872
SYN-P011,high_dropout,SYN-FACE-03,webcam,other,30,0.47619047619047616
SYN-P011,high_dropout,SYN-FACE-03,webcam,right_eye,17,0.2698412698412698
SYN-P012,high_dropout,SYN-FACE-01,professional,left_eye,0,0.0
SYN-P012,high_dropout,SYN-FACE-01,professional,mouth,22,0.06232294617563739
SYN-P012,high_dropout,SYN-FACE-01,professional,nose,76,0.21529745042492918
SYN-P012,high_dropout,SYN-FACE-01,professional,other,85,0.24079320113314448
SYN-P012,high_dropout,SYN-FACE-01,professional,right_eye,170,0.48158640226628896
