participant_id,comparison_unit_id,synthetic,scenario,recruitment_source,cohort_site,session_id,trial_id,stimulus_id,stimulus_version,task_type,device,tracker_make_model,acquisition_software,acquisition_version,display_width_px,display_height_px,display_width_mm,display_height_mm,viewport_width_px,viewport_height_px,viewing_distance_mm,coordinate_transform_version,timebase,sample_index,timestamp_ms,gaze_x_norm,gaze_y_norm,gaze_x_deg,gaze_y_deg,target_x_norm,target_y_norm,target_x_deg,target_y_deg,valid,blink,validity_reason,fixation_id,fixation_duration_ms
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,20,666.666667,0.7924713396776707,0.200626112882273,12.996330309866734,-7.755438922579565,0.8,0.2,13.330875761218014,-7.771658708025311,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,21,700.0,0.8050806681815675,0.21134017605275748,13.556641615592845,-7.4778854481221355,0.8,0.2,13.330875761218014,-7.771658708025311,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,22,733.333333,0.8110576451072643,0.20131854256088264,13.82223607167328,-7.737501165441358,0.8,0.2,13.330875761218014,-7.771658708025311,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,23,766.666667,0.8075211252063469,0.20657742652367186,13.665086380252596,-7.601266994295008,0.8,0.2,13.330875761218014,-7.771658708025311,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,24,800.0,0.7993816115311531,0.20956915063158463,13.303396895050117,-7.523764798577441,0.8,0.2,13.330875761218014,-7.771658708025311,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,25,833.333333,0.8003861454201309,0.21746467382922952,13.348034616623105,-7.3192270931994665,0.8,0.2,13.330875761218014,-7.771658708025311,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,26,866.666667,0.8059035340165743,0.2106237794427309,13.593206689641601,-7.496444081297844,0.8,0.2,13.330875761218014,-7.771658708025311,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,27,900.0,,,,,0.2,0.5,-13.330875761218012,0.0,False,False,synthetic_dropout,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,28,933.333333,0.19976067099880707,0.4962045730510676,-13.341510645154543,-0.09832254299448201,0.2,0.5,-13.330875761218012,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,29,966.666667,0.21137642981206284,0.49023254760176327,-12.825349853115256,-0.2530310216199307,0.2,0.5,-13.330875761218012,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,30,1000.0,0.2045365088953377,0.49743027939057566,-13.129290306306654,-0.06656997183808265,0.2,0.5,-13.330875761218012,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,31,1033.333333,0.2054451665683609,0.505814862339135,-13.088912964478157,0.1506370851130225,0.2,0.5,-13.330875761218012,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,32,1066.666667,0.18627380388416276,0.4936604498732501,-13.940816478199144,-0.16422939982506315,0.2,0.5,-13.330875761218012,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,33,1100.0,0.18256332093308192,0.5056209568950997,-14.105696435649064,0.1456138620041209,0.2,0.5,-13.330875761218012,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,34,1133.333333,0.18378607681513595,0.4913057422315904,-14.05136174648253,-0.2252293469855905,0.2,0.5,-13.330875761218012,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,35,1166.666667,0.18552595118925694,0.4995068146893733,-13.974048249410748,-0.012776226380007154,0.2,0.5,-13.330875761218012,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,36,1200.0,0.5002563771855364,0.517601059477232,0.011392441361321354,0.45596475718900514,0.5,0.5,0.0,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,37,1233.333333,0.4948175973273518,0.47802558076311913,-0.2302865539122573,-0.5692589553870138,0.5,0.5,0.0,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,38,1266.666667,0.5059689312301161,0.49308599059742275,0.26523693551977323,-0.1791110712696945,0.5,0.5,0.0,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,39,1300.0,0.502830464550578,0.5094334614968287,0.12577523756762385,0.24437881062883327,0.5,0.5,0.0,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,40,1333.333333,0.5022887137745696,0.4855693079397526,0.10170186327258682,-0.37383471204284435,0.5,0.5,0.0,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,41,1366.666667,0.5064070758172665,0.5134419540747628,0.28470643904228093,0.3482209314600217,0.5,0.5,0.0,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,42,1400.0,0.5086138780029541,0.5172116960661217,0.3827684582655661,0.4458780920405328,0.5,0.5,0.0,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,43,1433.333333,0.5093774208815074,0.48768007215782555,0.41669744244008844,-0.3191542483229285,0.5,0.5,0.0,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,44,1466.666667,0.5148763919261788,0.4975985491325329,0.6610511084769229,-0.062210855153486073,0.5,0.5,0.0,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,45,1500.0,0.8013197528861499,0.4936917092057366,13.389520633753921,-0.16341961027997756,0.8,0.5,13.330875761218014,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,46,1533.333333,0.7962329037585033,0.532050746394776,13.1634801212982,0.830291541058906,0.8,0.5,13.330875761218014,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,47,1566.666667,0.805365034655897,0.5144595595401257,13.56927779605932,0.3745825393807606,0.8,0.5,13.330875761218014,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,48,1600.0,0.7969086491290899,0.4953863066991146,13.193507713236558,-0.11952016572661359,0.8,0.5,13.330875761218014,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,49,1633.333333,0.8029702198850924,0.5149877369007582,13.462861202123566,0.38826525332789824,0.8,0.5,13.330875761218014,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,50,1666.666667,0.7967474025826138,0.5010270244173011,13.186342520976565,0.02660561085357494,0.8,0.5,13.330875761218014,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,51,1700.0,0.7914978621598658,0.5151409319025723,12.953072617046082,0.3922338508941466,0.8,0.5,13.330875761218014,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,52,1733.333333,0.8000937133570487,0.5105368515133586,13.335040031617956,0.2729627127298766,0.8,0.5,13.330875761218014,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,53,1766.666667,0.7905839940581617,0.4852005589855627,12.91246374329289,-0.3833873487791955,0.8,0.5,13.330875761218014,0.0,True,False,valid,,
SYN-P001,SYN-P001,True,near_equivalent,synthetic_demo,synthetic_site,SYN-P001-SYN-SESSION-01,SYN-P001-SYN-CAL-webcam,SYN-CAL-GRID,v1,calibration_grid,webcam,Synthetic browser camera,Synthetic webcam estimator,1.0,1920,1080,531.0,299.0,1536,864,650.0,normalized-stimulus-v1,trial_relative_ms,54,1800.0,0.20218683561899561,0.7886017765509372,-13.233700981394554,7.4763816996122205,0.2,0.8,-13.330875761218012,7.771658708025312,True,False,valid,,
